Id,AthleteId,RecruitType,Year,Ranking,Name,School,CommittedTo,Position,Height,Weight,Stars,Rating,City,StateProvince,Country,HometownInfo Latitude,HometownInfo Longitude,HometownInfo FipsCode
62147,4430947.0,HighSchool,2020,581.0,Yahya Black,Marshall,Iowa,ATH,78.0,250.0,3,0.8727,Marshall,MN,USA,44.4469635,-95.7886581,27083.0
62148,4429800.0,HighSchool,2020,582.0,Ger-Cari Caldwell,Northwestern,South Carolina,WR,76.0,195.0,3,0.8727,Rock Hill,SC,USA,34.9248667,-81.0250784,45091.0
62149,4431268.0,HighSchool,2020,583.0,Chimere Dike,North,Wisconsin,WR,72.0,185.0,3,0.8727,Waukesha,WI,USA,43.0116784,-88.2314813,55133.0
62150,4429179.0,HighSchool,2020,584.0,Aidan Bouman,Buffalo Senior,Iowa State,PRO,78.0,215.0,3,0.8726,Buffalo,MN,USA,45.1719084,-93.8746941,27171.0
62154,4431153.0,HighSchool,2020,585.0,Nash Hutmacher,Chamberlain,Nebraska,DT,77.0,285.0,3,0.8722,unknown,unknown,unknown,unknown,unknown,unknown
62151,4429775.0,HighSchool,2020,585.0,Zach Frazier,Fairmont,West Virginia,OC,74.0,277.0,3,0.8726,Fairmont,WV,USA,39.4850848,-80.1425781,54049.0
62082,3913821.0,HighSchool,2020,586.0,Jalen Cook,Walker,unknown,WR,72.0,180.0,3,0.8724,Walker,LA,USA,30.4879678,-90.8614878,27021.0
62152,4431081.0,HighSchool,2020,587.0,Sage Ennis,Lincoln,Clemson,TE,76.0,220.0,3,0.8722,Tallahassee,FL,USA,30.4380832,-84.2809332,12073.0
62153,unknown,HighSchool,2020,588.0,Jared Greenfield,Narbonne,Oregon,S,72.0,180.0,3,0.8722,Harbor City,CA,USA,33.7972822,-118.3004717,6037.0
74955,4431153.0,HighSchool,2020,589.0,Nash Hutmacher,Chamberlain,Nebraska,DT,77.0,285.0,3,0.8722,Chamberlain,SD,USA,43.810817,-99.330178,46015.0
62155,4431364.0,HighSchool,2020,590.0,Eli Russ,Plainview,Oklahoma State,OG,77.0,305.0,3,0.8722,Ardmore,OK,USA,34.1742611,-97.1436254,40019.0
62156,4685157.0,HighSchool,2020,591.0,Blake Smith,Southlake Carroll,Texas A&M,TE,76.0,257.0,3,0.8721,Southlake,TX,USA,32.9412363,-97.1341783,48439.0
62157,4432623.0,HighSchool,2020,592.0,Devell Washington,Arthur Hill,West Virginia,WR,76.0,215.0,3,0.8721,Bay City,MI,USA,43.5944677,-83.8888648,26017.0
62158,unknown,HighSchool,2020,593.0,Brandon Taylor,Lima Senior,Penn State,SDE,74.0,250.0,3,0.8721,Lima,OH,USA,40.7399785,-84.105006,39003.0
62159,4433877.0,HighSchool,2020,594.0,Tyson Meiguez,Creekside,Georgia Tech,OLB,74.0,215.0,3,0.8721,Fairburn,GA,USA,33.5670562,-84.5810418,13121.0
62160,4430418.0,HighSchool,2020,595.0,Kenny Mestidor,St. Thomas More,UCLA,WDE,75.0,240.0,3,0.8721,Oakdale,CT,USA,41.4662093,-72.1573008,9011.0
62161,4433944.0,HighSchool,2020,596.0,Robert Wooten,Stafford,Virginia Tech,WDE,75.0,230.0,3,0.8721,Stafford,TX,USA,29.6160671,-95.5577221,48157.0
62162,4692625.0,HighSchool,2020,597.0,Tamarion McDonald,Whitehaven,Tennessee,OLB,74.0,214.0,3,0.872,Memphis,TN,USA,35.1490215,-90.0516285,47157.0
62163,unknown,HighSchool,2020,598.0,JoJuan Collins,Narbonne,unknown,RB,72.0,205.0,3,0.8717,Harbor City,CA,USA,33.7972822,-118.3004717,6037.0
62164,unknown,HighSchool,2020,599.0,Corbin Gibson,Sebastian River,unknown,ATH,76.0,205.0,3,0.8715,Sebastian,FL,USA,27.816415,-80.4706078,12061.0
62165,4432432.0,HighSchool,2020,600.0,Bryce Mostella,East Kentwood,Penn State,WDE,79.0,235.0,3,0.8715,Grand Rapids,MI,USA,42.9632405,-85.6678639,26081.0
62166,unknown,HighSchool,2020,601.0,DJ Taylor,Tampa Catholic,Arizona State,CB,70.0,185.0,3,0.8715,Brandon,FL,USA,27.928464,-82.2880507720744,12057.0
62167,4431126.0,HighSchool,2020,602.0,Drake Heismeyer,Francis Howell,Missouri,OG,75.0,283.0,3,0.8714,Saint Charles,MO,USA,38.7946252,-90.519829,29183.0
62168,4429694.0,HighSchool,2020,603.0,Makell Esteen,Lawndale,Washington,S,73.0,176.0,3,0.8714,Lawndale,CA,USA,33.8885217,-118.3531991,6037.0
62169,4429608.0,HighSchool,2020,604.0,Corey Dyches,Potomac,Maryland,WR,73.0,190.0,3,0.8713,Oxon Hill,MD,USA,38.8035961,-76.9896573,24033.0
62170,4432124.0,HighSchool,2020,605.0,Collin Gamble,Liberty Christian,California,CB,70.0,185.0,3,0.8713,Argyle,TX,USA,33.110156,-97.17940980147036,48121.0
62171,4433829.0,HighSchool,2020,606.0,Mitch Griffis,Broad Run,Wake Forest,DUAL,71.0,183.0,3,0.871,Ashburn,VA,USA,39.0437192,-77.4874899,51107.0
62172,4432390.0,HighSchool,2020,607.0,Deajaun McDougle,Deerfield Beach,Maryland,WR,70.0,175.0,3,0.871,Deerfield Beach,FL,USA,26.318342,-80.0996306,12011.0
62173,4430705.0,HighSchool,2020,608.0,Javorrius Selmon,Provine,Mississippi State,ATH,70.0,170.0,3,0.871,Jackson,MS,USA,32.2990384,-90.1847691,28049.0
62174,4429176.0,HighSchool,2020,609.0,Jordan Butler,IMG Academy,Northwestern,DT,74.0,295.0,3,0.871,Las Vegas,NV,USA,36.1672559,-115.1485163,32003.0
62175,unknown,HighSchool,2020,610.0,Jordon Simmons,McEachern,Michigan State,RB,72.0,192.0,3,0.8709,Powder Springs,GA,USA,33.8595492,-84.683824,13067.0
62176,unknown,HighSchool,2020,611.0,Josh Bankhead,College Park,Texas A&M,OG,76.5,310.0,3,0.8709,The Woodlands,TX,USA,30.1734194,-95.504686,48339.0
62177,4429266.0,HighSchool,2020,612.0,Derek Bermudez,Sandalwood,Ole Miss,S,73.0,180.0,3,0.8709,Jacksonville,FL,USA,30.3321838,-81.655651,12031.0
62178,4429330.0,HighSchool,2020,613.0,Jaqwondis Burns,IMG Academy,Minnesota,OLB,74.0,205.0,3,0.8709,Bradenton,FL,USA,27.4989278,-82.5748194,12081.0
62179,4688824.0,HighSchool,2020,614.0,Trey Zimmerman,Roswell,North Carolina,OT,78.0,294.0,3,0.8709,Roswell,GA,USA,34.02332,-84.360022,13121.0
62183,4432467.0,HighSchool,2020,614.0,Cole Pedersen,unknown,Iowa State,OLB,76.0,210.0,3,0.8706,unknown,unknown,unknown,unknown,unknown,unknown
62180,4430847.0,HighSchool,2020,615.0,Chris Street,J Serra Catholic,California,RB,68.0,191.0,3,0.8708,San Juan Capistrano,CA,USA,33.5016932,-117.6625509,6059.0
62181,4431305.0,HighSchool,2020,616.0,Octavious Oxendine,North Hardin,Kentucky,DT,74.0,308.0,3,0.8707,Radcliff,KY,USA,37.8403456,-85.9491298,21093.0
62182,4432246.0,HighSchool,2020,617.0,Ramon Henderson,Liberty,Notre Dame,ATH,74.0,183.0,3,0.8706,Bakersfield,CA,USA,35.3738712,-119.0194639,6029.0
74956,4432467.0,HighSchool,2020,618.0,Cole Pedersen,Central Decatur,Iowa State,OLB,76.0,210.0,3,0.8706,Leon,IA,USA,40.7403444,-93.7464099,19053.0
62184,4570636.0,HighSchool,2020,619.0,Malick Meiga,Cegep du Vieux,Penn State,WR,76.0,195.0,3,0.8702,Montreal,QC,CAN,unknown,unknown,unknown
62185,4686424.0,HighSchool,2020,620.0,Daniel Jackson,Steele,Iowa State,WR,75.0,210.0,3,0.8702,Cibolo,TX,USA,29.5707831,-98.2330927,48187.0
62186,4432283.0,HighSchool,2020,621.0,Jaden Hullaby,Mansfield Timberview,Texas,ATH,74.0,205.0,3,0.8701,Mansfield,TX,USA,32.5631924,-97.1416768,48439.0
62187,unknown,HighSchool,2020,622.0,Jamie Vance,Edna Karr,Louisville,CB,70.0,155.0,3,0.8701,New Orleans,LA,USA,29.9499323,-90.0701156,22071.0
62188,4430711.0,HighSchool,2020,623.0,Thomas Shrader,Venice,Florida State,OC,77.0,283.0,3,0.8701,Venice,FL,USA,27.0999188,-82.4543597,12115.0
62189,unknown,HighSchool,2020,624.0,K-Shawn Schulters,Saint Joseph,Villanova,S,73.0,175.0,3,0.87,Metuchen,NJ,USA,40.5431598,-74.3632049,34023.0
62190,4431353.0,HighSchool,2020,625.0,Xavier Restrepo,Deerfield Beach,Miami,ATH,70.0,186.0,3,0.8699,Deerfield Beach,FL,USA,26.318342,-80.0996306,12011.0
62191,4431020.0,HighSchool,2020,626.0,Smart Chibuzo,Hightower,Texas A&M,OG,76.0,350.0,3,0.8696,Missouri City,TX,USA,29.6185669,-95.5377215,48157.0
62193,4430924.0,HighSchool,2020,627.0,Altrique Barlow,Catholic,TCU,OG,75.0,356.0,3,0.8696,Virginia Beach,VA,USA,36.8529841,-75.9774183,51810.0
62194,4432637.0,HighSchool,2020,628.0,Miyan Williams,Winton Woods,Ohio State,RB,70.0,210.0,3,0.8693,Cincinnati,OH,USA,39.1014537,-84.5124602,39061.0
62195,4697733.0,HighSchool,2020,629.0,Frank Brown,Sterling,Arizona,APB,72.0,180.0,3,0.8693,Houston,TX,USA,29.7589382,-95.3676974,48201.0
62192,4430078.0,HighSchool,2020,630.0,Trai Jones,Abbeville,South Carolina,OC,74.0,276.0,3,0.8693,Abbeville,SC,USA,34.1779495,-82.3792463,45001.0
62197,4429234.0,HighSchool,2020,631.0,Bryce Austin,Southfield,Purdue,DT,74.0,285.0,3,0.8689,Southfield,MI,USA,42.4733689,-83.2218731,26125.0
62198,4692537.0,HighSchool,2020,632.0,Brynden Walker,Bishop McGuinness,Oklahoma,OLB,75.5,230.0,3,0.8689,Oklahoma City,OK,USA,35.4729886,-97.5170536,40109.0
62199,4429956.0,HighSchool,2020,633.0,Jalen Huff,Buford,Georgia Tech,CB,71.0,180.0,3,0.8689,Buford,GA,USA,34.1206564,-84.0043513,13135.0
62200,4432270.0,HighSchool,2020,634.0,Garnett Hollis,Battle Ground Academy,Northwestern,CB,73.0,185.0,3,0.8689,Franklin,TN,USA,35.925193,-86.8689365,47187.0
62201,4429294.0,HighSchool,2020,635.0,Kalil Branham,Northland,Kentucky,WR,73.0,205.0,3,0.8689,Columbus,OH,USA,39.9622601,-83.0007065,39049.0
62202,4429299.0,HighSchool,2020,636.0,Tahj Brooks,Manor,Texas Tech,RB,69.0,212.0,3,0.8689,Manor,TX,USA,30.3407629,-97.5569456,48453.0
62203,unknown,HighSchool,2020,637.0,Denver Warren,Brother Rice,unknown,DT,73.5,318.0,3,0.8689,Oak Lawn,IL,USA,41.7108662,-87.7581081,17031.0
62204,unknown,HighSchool,2020,638.0,DeShawn Lynch,Folsom,Sacramento State,SDE,76.0,280.0,3,0.8689,Folsom,CA,USA,38.6779591,-121.1760583,6067.0
62205,4432545.0,HighSchool,2020,639.0,Jabari Small,Briarcrest Christian,Tennessee,APB,70.0,193.0,3,0.8688,Memphis,TN,USA,35.1490215,-90.0516285,47157.0
62206,4429466.0,HighSchool,2020,640.0,Drake Dabney,Cy Ranch,Baylor,TE,76.5,228.0,3,0.8688,Cypress,TX,USA,29.9691116,-95.6971686,48201.0
62207,4431321.0,HighSchool,2020,641.0,Andru Phillips,Mauldin,Kentucky,CB,71.0,180.0,3,0.8688,Mauldin,SC,USA,34.77873,-82.310119,45045.0
62208,102597.0,HighSchool,2020,642.0,Will Rogers,Brandon,Mississippi State,PRO,74.0,200.0,3,0.8688,Brandon,MS,USA,32.2731475,-89.9868058,28121.0
62209,4431417.0,HighSchool,2020,643.0,Quinton Stewart,Salina Central,Oklahoma State,TE,76.0,230.0,3,0.8688,Salina,KS,USA,38.8402805,-97.6114237,20169.0
62196,4430116.0,HighSchool,2020,644.0,Luke Kandra,Elder,Louisville,OG,76.0,290.0,3,0.8687,Cincinnati,OH,USA,39.1014537,-84.5124602,39061.0
62210,4429834.0,HighSchool,2020,645.0,Cedric Gray,Ardrey Kell,North Carolina,ATH,74.0,205.0,3,0.8686,Charlotte,NC,USA,35.2272,-80.843083,37119.0
62211,4570631.0,HighSchool,2020,646.0,Alphonse Oywak,Kentwood,Washington State,CB,73.0,175.0,3,0.8685,Kent,WA,USA,47.3826903,-122.2270272,53033.0
62212,unknown,HighSchool,2020,647.0,Kevon Billingsley,East St. Louis,unknown,DT,75.5,244.0,3,0.8683,Saint Louis,MO,USA,38.6264178,-90.1998378,29510.0
62213,4429190.0,HighSchool,2020,648.0,Akheem Mesidor,Clearwater Academy International,West Virginia,SDE,75.0,250.0,3,0.8683,Clearwater,FL,USA,27.9658533,-82.8001026,12103.0
62214,4432567.0,HighSchool,2020,649.0,Antonio Stevens,Battle Ground Academy,Purdue,S,74.0,185.0,3,0.8682,Franklin,TN,USA,35.925193,-86.8689365,47187.0
62215,unknown,HighSchool,2020,650.0,CamRon Jackson,Haynesville,LSU,DT,77.5,271.0,3,0.8682,Haynesville,LA,USA,32.9620847,-93.1401647,22027.0
62216,unknown,HighSchool,2020,651.0,LaTrell Caples,Lancaster,Boise State,WR,72.0,185.0,3,0.8681,Lancaster,TX,USA,32.5920798,-96.7561083,48113.0
62217,unknown,HighSchool,2020,652.0,Jay Max Jacobsen,Temecula Valley,UCLA,SDE,76.0,230.0,3,0.8681,Temecula,CA,USA,33.4946353,-117.1473661,6065.0
62218,4433886.0,HighSchool,2020,653.0,Tate Rodemaker,Valdosta,Florida State,PRO,76.0,190.0,3,0.8681,Valdosta,GA,USA,30.8327022,-83.2784851,13185.0
62219,4431051.0,HighSchool,2020,654.0,Izayah Cummings,Louisville Male,Kentucky,WR,75.0,212.0,3,0.8681,Louisville,KY,USA,38.2542376,-85.759407,21111.0
62220,4431348.0,HighSchool,2020,655.0,Malik Reed,Chandler,Wisconsin,OLB,74.0,220.0,3,0.8681,Chandler,AZ,USA,33.3062223,-111.8413317,4013.0
62221,4431239.0,HighSchool,2020,656.0,Gunner Maldonado,Chandler,Northwestern,S,71.0,180.0,3,0.8681,Chandler,AZ,USA,33.3062223,-111.8413317,4013.0
62222,unknown,HighSchool,2020,657.0,Catrell Wallace,Bryant,Arkansas,OLB,78.0,210.0,3,0.8681,Bryant,AR,USA,34.5959265,-92.4890469,5125.0
62223,4431266.0,HighSchool,2020,658.0,Gerald Mincey,Cardinal Gibbons,Florida,OT,77.0,320.0,3,0.8681,Fort Lauderdale,FL,USA,26.1223084,-80.1433786,12011.0
62224,4433881.0,HighSchool,2020,659.0,Jaedon Roberts,Avon Old Farms,California,ATH,75.0,280.0,3,0.8681,Avon,CT,USA,41.8098209,-72.8306541,9003.0
62225,4685629.0,HighSchool,2020,660.0,Nick Turner,Brother Martin,Arkansas,S,71.0,177.0,3,0.868,New Orleans,LA,USA,29.9499323,-90.0701156,22071.0
62229,4431457.0,HighSchool,2020,660.0,Mitchell Walters,unknown,Missouri,OT,80.0,275.0,3,0.868,Saint Louis,MO,USA,38.6264178,-90.1998378,29510.0
62226,4429416.0,HighSchool,2020,661.0,Khari Coleman,G.W. Carver,TCU,WDE,73.5,217.0,3,0.868,New Orleans,LA,USA,29.9499323,-90.0701156,22071.0
62227,4431415.0,HighSchool,2020,662.0,Ian Stewart,Oscar A. Carlson,Michigan State,WR,75.0,200.0,3,0.868,Rockwood,MI,USA,42.0708765,-83.2465957,26163.0
62231,4433938.0,HighSchool,2020,662.0,Jeremiah Wright,unknown,Auburn,OG,76.0,320.0,3,0.8676,Selma,AL,USA,32.4078632,-87.0207473,1047.0
62228,4693373.0,HighSchool,2020,663.0,Jordan Turner,Farmington,Wisconsin,ILB,73.0,222.0,3,0.868,Farmington,MI,USA,42.4644795,-83.3763219,27037.0
74957,4431457.0,HighSchool,2020,664.0,Mitchell Walters,Mehlville,Missouri,OT,80.0,275.0,3,0.868,Saint Louis,MO,USA,38.6264178,-90.1998378,29510.0
62230,4431131.0,HighSchool,2020,665.0,Devin Hightower,Archbishop Hoban,Michigan State,OLB,73.0,225.0,3,0.868,Akron,OH,USA,41.083064,-81.518485,39153.0
74958,4433938.0,HighSchool,2020,666.0,Jeremiah Wright,Selma,Auburn,OG,76.0,320.0,3,0.8676,Selma,AL,USA,32.4078632,-87.0207473,1047.0
62232,4431485.0,HighSchool,2020,667.0,Leshon Williams,H L Richards,Iowa,RB,70.0,208.0,3,0.8676,Oak Lawn,IL,USA,41.7108662,-87.7581081,17031.0
62233,4692820.0,HighSchool,2020,668.0,Joey Hunter,Sandy Creek,South Carolina,CB,72.0,197.0,3,0.8675,Tyrone,GA,USA,33.4713249,-84.5972005,13113.0
62234,4430152.0,HighSchool,2020,669.0,Latarie Kinsler,Pahokee,Syracuse,WDE,74.5,204.0,3,0.8675,Pahokee,FL,USA,26.8200607,-80.6653351,12099.0
62235,unknown,HighSchool,2020,670.0,Da'Qon Stewart,North Mecklenburg,unknown,WR,72.5,195.0,3,0.8675,Huntersville,NC,USA,35.410845,-80.8429094,37119.0
62236,4565462.0,HighSchool,2020,671.0,Michael Nichols,Northwest,TCU,OT,76.0,255.0,3,0.8674,Justin,TX,USA,33.0848442,-97.2961286,48121.0
62237,4605498.0,HighSchool,2020,672.0,Decamerion Richardson,Bossier,Mississippi State,CB,74.0,176.0,3,0.8674,Bossier City,LA,USA,32.5369356,-93.6952689,22015.0
62238,4429251.0,HighSchool,2020,673.0,Graham Barton,Ravenwood,Duke,OG,77.0,300.0,3,0.8673,Brentwood,TN,USA,36.0325687,-86.7825235,47187.0
62239,4431146.0,HighSchool,2020,674.0,Allen Horace,Crockett,UT San Antonio,TE,76.5,255.0,3,0.8673,Crockett,TX,USA,31.318017,-95.4572993,48225.0
62240,4690798.0,HighSchool,2020,675.0,Quentin Williams,Mallard Creek,Miami,WDE,75.0,234.0,3,0.8668,Charlotte,NC,USA,35.2272,-80.843083,37119.0
62241,4429293.0,HighSchool,2020,676.0,Daran Branch,Amite,Georgia,CB,74.0,178.0,3,0.8668,Amite,LA,USA,30.7265747,-90.5089815,22105.0
62246,4432327.0,HighSchool,2020,677.0,Kendall Karr,unknown,North Carolina,TE,76.0,230.0,3,0.8668,unknown,unknown,unknown,unknown,unknown,unknown
62242,4699544.0,HighSchool,2020,677.0,Jonathan Mann,Rosemount Senior,Minnesota,WR,75.0,205.0,3,0.8668,Rosemount,MN,USA,44.7391873,-93.12611,27037.0
62243,4430656.0,HighSchool,2020,678.0,Myles Price,The Colony,Texas Tech,ATH,68.0,161.0,3,0.8668,The Colony,TX,USA,33.0890094,-96.8863922,48121.0
62244,4692550.0,HighSchool,2020,679.0,Trevon West,Lamar,Oklahoma,WR,72.0,165.0,3,0.8668,Arlington,TX,USA,32.701939,-97.105623790337,48439.0
62245,4430376.0,HighSchool,2020,680.0,Nate Matlack,Olathe East,Kansas State,WDE,76.0,220.0,3,0.8668,Olathe,KS,USA,38.8838856,-94.81887,20091.0
74959,4432327.0,HighSchool,2020,681.0,Kendall Karr,Stuart W. Cramer,North Carolina,TE,76.0,230.0,3,0.8668,Cramerton,NC,USA,35.2387504,-81.0750757,37071.0
62247,unknown,HighSchool,2020,682.0,Timothy Lawson,National Christian Academy,Louisville,OT,77.0,278.0,3,0.8668,Fort Washington,MD,USA,38.7125305,-77.0124598,24033.0
62248,4431227.0,HighSchool,2020,683.0,Damarjhe Lewis,Griffin,Indiana,DT,75.0,295.0,3,0.8668,Griffin,GA,USA,33.2467807,-84.2640904,13255.0
62252,4429613.0,HighSchool,2020,683.0,Montra Edwards,unknown,Missouri,DT,75.0,293.0,3,0.8667,Lexington,MS,USA,33.1131834,-90.0531408,28051.0
62249,4685052.0,HighSchool,2020,684.0,Josh Remetich,Holy Cross,Tulane,OG,75.5,280.0,3,0.8667,New Orleans,LA,USA,29.9499323,-90.0701156,22071.0
62250,4431423.0,HighSchool,2020,685.0,Jay'Veon Sunday,Connally,Washington,RB,71.0,196.0,3,0.8667,Waco,TX,USA,31.549333,-97.1466695,48309.0
62251,unknown,HighSchool,2020,686.0,Dominic Richardson,Bishop McGuinness,TCU,RB,72.0,205.0,3,0.8667,Oklahoma City,OK,USA,35.4729886,-97.5170536,40109.0
74960,4429613.0,HighSchool,2020,687.0,Montra Edwards,Holmes County Central,Missouri,DT,75.0,293.0,3,0.8667,Lexington,MS,USA,33.1131834,-90.0531408,28051.0
62253,4433837.0,HighSchool,2020,688.0,Angelo Grose,Mansfield,Michigan State,CB,70.0,170.0,3,0.8664,Mansfield,OH,USA,40.75839,-82.5154471,39139.0
62254,4429185.0,HighSchool,2020,689.0,Austin Keys,Seminary,Ole Miss,ILB,74.0,241.0,3,0.8663,Seminary,MS,USA,31.5623892,-89.4975669,28031.0
62258,4429285.0,HighSchool,2020,689.0,Philip Blidi,unknown,Texas Tech,SDE,76.0,255.0,3,0.8661,unknown,unknown,unknown,unknown,unknown,unknown
62255,4429770.0,HighSchool,2020,690.0,Courtland Ford,Cedar Hill,USC,OT,78.0,305.0,3,0.8662,Cedar Hill,TX,USA,32.5888072,-96.9553675,48113.0
62256,4432249.0,HighSchool,2020,691.0,Aydin Henningham,Deerfield Beach,Pittsburgh,WR,73.0,185.0,3,0.8662,Boynton Beach,FL,USA,26.5256179,-80.0666026,12099.0
62257,4432209.0,HighSchool,2020,692.0,Alaka'i Gilman,Punahou,Stanford,S,70.0,190.0,3,0.8661,Honolulu,HI,USA,21.304547,-157.8556764,15003.0
74961,4429285.0,HighSchool,2020,693.0,Philip Blidi,Portales,Texas Tech,SDE,76.0,255.0,3,0.8661,Portales,NM,USA,34.1861922,-103.3343978,35041.0
62259,4432630.0,HighSchool,2020,694.0,Aydan White,Christ School,NC State,CB,74.0,170.0,3,0.866,Arden,NC,USA,35.4661821,-82.5164242,37021.0
62260,4432267.0,HighSchool,2020,695.0,Joey Hobert,San Juan Hills,Washington State,WR,71.0,180.0,3,0.866,San Juan Capistrano,CA,USA,33.5016932,-117.6625509,6059.0
62261,4594335.0,HighSchool,2020,696.0,Tyson McWilliams,St. Augustine,California,CB,74.0,170.0,3,0.866,San Diego,CA,USA,32.7174209,-117.1627714,6073.0
62262,4430914.0,HighSchool,2020,697.0,Lawrence Arnold,DeSoto,Kansas,WR,75.5,181.0,3,0.866,DeSoto,TX,USA,32.6061241,-96.865612653687,48113.0
62263,4429446.0,HighSchool,2020,698.0,Armondous Cooley,Wayne County,Mississippi State,DT,76.0,300.0,3,0.866,Waynesboro,MS,USA,31.6747364,-88.645955,28153.0
62264,unknown,HighSchool,2020,699.0,JaQues Evans,Dublin,Western Kentucky,ATH,74.0,225.0,3,0.866,Dublin,GA,USA,32.5404447,-82.903754,13175.0
62266,4431136.0,HighSchool,2020,700.0,Aaron Witt,Winona,Wisconsin,SDE,77.0,230.0,3,0.8655,Winona,MN,USA,44.0500054,-91.6392294,27169.0
62267,4430045.0,HighSchool,2020,701.0,Lovie Jenkins,Ocoee,Louisville,S,70.5,181.0,3,0.8655,Ocoee,FL,USA,28.5695186,-81.544117,12095.0
62270,4433936.0,HighSchool,2020,701.0,Joey Wright,unknown,San Diego State,OT,78.0,297.0,3,0.8654,Reno,NV,USA,39.5261206,-119.8126581,32031.0
62268,unknown,HighSchool,2020,702.0,Wilson Long,Regents School,Princeton,PRO,72.0,180.0,3,0.8655,Austin,TX,USA,30.2711286,-97.7436995,48453.0
62265,4432618.0,HighSchool,2020,703.0,Talor Warner,Gardner Edgerton,Kansas State,OG,76.0,265.0,3,0.8655,Gardner,KS,USA,38.8109254,-94.9272958,20091.0
62269,unknown,HighSchool,2020,704.0,Tyler Bailey,Robert Vela,unknown,OC,76.0,280.0,3,0.8654,Edinburg,TX,USA,26.3013982,-98.1624501,48215.0
74962,4433936.0,HighSchool,2020,705.0,Joey Wright,Bishop Manogue,San Diego State,OT,78.0,297.0,3,0.8654,Reno,NV,USA,39.5261206,-119.8126581,32031.0
62271,unknown,HighSchool,2020,706.0,Jhari Patterson,A C Reynolds,Marshall,WR,70.0,190.0,3,0.8654,Asheville,NC,USA,35.6009498,-82.5540161,37021.0
62272,unknown,HighSchool,2020,707.0,Westley Neal,Gulliver Prep,Rhode Island,DT,72.5,317.0,3,0.8653,Miami,FL,USA,25.7742658,-80.1936589,12086.0
62273,4430235.0,HighSchool,2020,708.0,Chris Long,Willingboro,Rutgers,ATH,72.0,160.0,3,0.8653,Willingboro,NJ,USA,40.0278894,-74.8690542,34005.0
62274,4690793.0,HighSchool,2020,709.0,Marcus Clarke,Winter Park,Miami,CB,71.0,175.0,3,0.8653,Winter Park,FL,USA,26.13784445,-81.75399813758739,12021.0
62275,4607419.0,HighSchool,2020,710.0,Keyshawn Smith,Lincoln,Miami,WR,72.0,170.0,3,0.8653,San Diego,CA,USA,32.7174209,-117.1627714,6073.0
62280,4430820.0,HighSchool,2020,711.0,Jayson Jones,unknown,Jacksonville State,WR,70.0,155.0,3,0.8649,Birmingham,AL,USA,33.5206824,-86.8024326,1073.0
62276,4605480.0,HighSchool,2020,711.0,Semaj Verner,Mayfair,Boise State,S,74.0,185.0,3,0.8653,Lakewood,CA,USA,33.8503463,-118.1171914,6037.0
62277,4431735.0,HighSchool,2020,712.0,Douglas Emilien,American Heritage,Minnesota,WR,72.0,175.0,3,0.8652,Fort Lauderdale,FL,USA,26.1223084,-80.1433786,12011.0
62278,4429779.0,HighSchool,2020,713.0,Dejuan Butler,Antioch,California,CB,71.0,180.0,3,0.8652,Antioch,CA,USA,38.0049214,-121.805789,6013.0
62279,4573319.0,HighSchool,2020,714.0,Danny Striggow,Orono Senior,Minnesota,WDE,76.0,220.0,3,0.8652,Long Lake,MN,USA,44.9863892,-93.5715908,27053.0
74963,4430820.0,HighSchool,2020,715.0,Jayson Jones,Center Point,Jacksonville State,WR,70.0,155.0,3,0.8649,Birmingham,AL,USA,33.5206824,-86.8024326,1073.0
62281,4430902.0,HighSchool,2020,716.0,Andy Alfieri,Jesuit,California,OLB,75.0,220.0,3,0.8648,Portland,OR,USA,45.5202471,-122.6741949,41051.0
62282,4567253.0,HighSchool,2020,717.0,Darion Williamson,Haywood,Florida State,ATH,75.0,180.0,3,0.8648,Brownsville,TN,USA,35.5939671,-89.262291,47075.0
62283,4430218.0,HighSchool,2020,718.0,Vershon Lee,Freedom,South Carolina,OG,75.0,300.0,3,0.8647,Woodbridge,VA,USA,38.6581723,-77.2497049,51153.0
62284,4430205.0,HighSchool,2020,719.0,Cam Large,Noble And Greenough School,Wisconsin,TE,77.0,240.0,3,0.8647,Dedham,MA,USA,42.2489143,-71.1755732,25021.0
62285,4429854.0,HighSchool,2020,720.0,Tommy Guajardo,Dearborn,Michigan State,TE,75.0,230.0,3,0.8647,Dearborn,MI,USA,42.3222599,-83.1763145,26163.0
62286,4431177.0,HighSchool,2020,721.0,Donovan Johnson,Helen Cox,Virginia,S,74.0,180.0,3,0.8647,New Orleans,LA,USA,29.9499323,-90.0701156,22071.0
62287,4582832.0,HighSchool,2020,722.0,Caadyn Stephen,Camas,USC,OT,77.0,295.0,3,0.8647,Camas,WA,USA,45.5911103,-122.4122248,53011.0
62288,4432627.0,HighSchool,2020,723.0,Tee Webb,Cartersville,Louisville,PRO,76.0,185.0,3,0.8647,Cartersville,GA,USA,34.1650972,-84.7999383,13015.0
62289,unknown,HighSchool,2020,724.0,William Nixon,Midway,Nebraska,WR,71.0,185.0,3,0.8647,Waco,TX,USA,31.549333,-97.1466695,48309.0
62294,unknown,HighSchool,2020,725.0,Reginald Perry,Fairfield Preparatory School,Tennessee,DT,78.0,301.0,3,0.8647,Fairfield,AL,USA,33.4859402,-86.9119366,1073.0
